chrom	start	end	Tregs-NK	Tregs-Naive CD4 T	Tregs-Naive CD8 T	Tregs-CD4 TCM	Tregs-CD8 TCM	Tregs-CD8 TEMRA	Tregs-CD4 TEM	Tregs-CD8 TEM	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2
chr2	171044408	171044410	0.872	0.812	0.8593333333333334	0.22599999999999995	0.397	0.7275	0.31099999999999994	0.643	0.22599999999999995	0.872	0.6059791666666666	0.4159895833333333
chr2	106107835	106107837	0.7856666666666666	0.7449999999999999	0.7006666666666665	0.3065	0.3785	0.575	0.31899999999999995	0.3935	0.3065	0.7856666666666666	0.5254791666666666	0.4159895833333333
chrX	31943860	31943862	0.7369999999999999	0.625	0.7483333333333334	0.667	0.6459999999999999	0.267	0.556	0.273	0.267	0.7483333333333334	0.5649166666666665	0.41595833333333326
chr11	48109273	48109275	0.606	0.6156666666666666	0.588	0.3015	0.5205	0.488	0.5870000000000001	0.536	0.3015	0.6156666666666666	0.5303333333333333	0.41591666666666666
chr6	149473824	149473826	0.8276666666666668	0.6503333333333332	0.5095000000000001	0.257	0.3225	0.8455	0.45299999999999996	0.733	0.257	0.8455	0.5748125	0.41590625
chr15	34329319	34329321	0.6016666666666667	0.4843333333333334	0.5643333333333335	0.353	0.4474999999999999	0.494	0.3795000000000001	0.506	0.353	0.6016666666666667	0.4787916666666667	0.41589583333333335
chr14	20989342	20989344	0.7661666666666667	0.5608333333333333	0.6698333333333333	0.28800000000000003	0.5245	0.6739999999999999	0.287	0.5879999999999999	0.287	0.7661666666666667	0.5447916666666666	0.41589583333333324
chr6	149473514	149473516	0.6815000000000001	0.6368333333333333	0.4298333333333333	0.29800000000000004	0.3424999999999999	0.7054999999999999	0.5114999999999998	0.6644999999999999	0.29800000000000004	0.7054999999999999	0.5337708333333333	0.4158854166666667
chr17	57498940	57498942	0.5523333333333332	0.6579999999999999	0.7733333333333333	0.29100000000000004	0.43	0.7	0.4385000000000001	0.48200000000000004	0.29100000000000004	0.7733333333333333	0.5406458333333334	0.4158229166666667
chr9	109416587	109416589	0.5531666666666666	0.5111666666666665	0.5435000000000001	0.3605	0.49200000000000005	0.5090000000000001	0.406	0.39299999999999996	0.3605	0.5531666666666666	0.4710416666666667	0.4157708333333333
chr8	125340162	125340164	0.8883333333333334	0.913	0.8520000000000001	0.5090000000000001	0.7695000000000001	0.202	0.341	0.561	0.202	0.913	0.6294791666666667	0.4157395833333334
chr12	56041243	56041245	0.6238333333333334	0.6378333333333334	0.5765	0.29200000000000004	0.544	0.5634999999999999	0.462	0.615	0.29200000000000004	0.6378333333333334	0.5393333333333333	0.4156666666666667
chr6	124709011	124709013	0.4825	0.5415	0.5415	0.5285000000000001	0.4305	0.4965	0.3985	0.359	0.359	0.5415	0.4723125	0.41565625
chr3	9453136	9453138	0.5244999999999999	0.5345	0.5345	0.34650000000000003	0.489	0.522	0.423	0.504	0.34650000000000003	0.5345	0.48475	0.415625
chr7	28178629	28178631	0.7296666666666667	0.7873333333333333	0.7326666666666667	0.39	0.486	0.396	0.365	0.307	0.307	0.7873333333333333	0.5242083333333334	0.41560416666666666
chr1	3181472	3181474	0.5599999999999999	0.505	0.505	0.635	0.5199999999999999	0.4470000000000001	0.4129999999999999	0.3404999999999999	0.3404999999999999	0.635	0.4906875	0.41559375
chr2	40137754	40137756	0.6329999999999999	0.31799999999999995	0.6695	0.4065	0.6699999999999999	0.5165	0.3315	0.5599999999999999	0.31799999999999995	0.6699999999999999	0.5131249999999999	0.41556249999999995
chr14	22904537	22904539	0.4648333333333334	0.5481666666666667	0.4165	0.3935	0.4765	0.3860000000000001	0.5565	0.3785	0.3785	0.5565	0.4525625	0.41553125
chr8	134581365	134581367	0.5914999999999999	0.28300000000000003	0.59	0.5795	0.615	0.5755	0.5479999999999999	0.6020000000000001	0.28300000000000003	0.615	0.5480625	0.41553125
chr21	45531146	45531148	0.391	0.5	0.5	0.5	0.5	0.373	0.5	0.4	0.373	0.5	0.45799999999999996	0.4155
chr5	126444582	126444584	0.857	0.204	0.6403333333333334	0.502	0.531	0.828	0.6615000000000001	0.7915	0.204	0.857	0.6269166666666667	0.4154583333333333
chr17	30939161	30939163	0.5271666666666667	0.6198333333333333	0.6411666666666666	0.337	0.5955000000000001	0.6375	0.3015	0.5755000000000001	0.3015	0.6411666666666666	0.5293958333333334	0.4154479166666667
chr1	37883291	37883293	0.7889999999999998	0.84	0.563	0.6599999999999999	0.2005	0.715	0.5379999999999999	0.7374999999999999	0.2005	0.84	0.6303749999999999	0.41543749999999996
chr3	75738230	75738232	0.5655	0.6	0.5375	0.4859999999999999	0.6	0.4859999999999999	0.31999999999999995	0.4920000000000001	0.31999999999999995	0.6	0.510875	0.41543749999999996
chr12	123120270	123120272	0.7371666666666665	0.3661666666666665	0.4255	0.3275	0.5035	0.5499999999999999	0.557	0.5595	0.3275	0.7371666666666665	0.5032916666666666	0.4153958333333333
chr4	77716514	77716516	0.7515000000000001	0.7515000000000001	0.7278333333333333	0.4779999999999999	0.5840000000000001	0.2675	0.464	0.4819999999999999	0.2675	0.7515000000000001	0.5632916666666666	0.4153958333333333
chrX	49261704	49261706	0.6393333333333333	0.5943333333333334	0.6609999999999999	0.4630000000000001	0.5735	0.4225000000000001	0.498	0.3105	0.3105	0.6609999999999999	0.5202708333333335	0.41538541666666673
chr2	208312149	208312151	0.7593333333333333	0.8383333333333333	0.741	0.353	0.4815	0.4775	0.272	0.5475000000000001	0.272	0.8383333333333333	0.5587708333333333	0.4153854166666667
chr1	169108671	169108673	0.6435000000000001	0.6278333333333334	0.5961666666666667	0.331	0.5905	0.415	0.35450000000000004	0.4395	0.331	0.6435000000000001	0.49975	0.41537500000000005
chr14	101765081	101765083	0.5108333333333333	0.5158333333333334	0.5855	0.3410000000000001	0.5870000000000001	0.3885	0.4759999999999999	0.513	0.3410000000000001	0.5870000000000001	0.4897083333333334	0.41535416666666675
chr8	70322979	70322981	0.5925000000000001	0.6445000000000001	0.5968333333333334	0.31000000000000005	0.3985000000000001	0.5860000000000001	0.4905000000000002	0.5465	0.31000000000000005	0.6445000000000001	0.5206666666666668	0.41533333333333344
chrX	11895672	11895674	0.5716666666666665	0.5670000000000001	0.53	0.35000000000000003	0.4965	0.4900000000000001	0.39	0.4495	0.35000000000000003	0.5716666666666665	0.4805833333333334	0.4152916666666667
chr18	69492876	69492878	0.6779999999999999	0.5755	0.659	0.6705000000000001	0.534	0.31000000000000005	0.3400000000000001	0.397	0.31000000000000005	0.6779999999999999	0.5205000000000001	0.41525000000000006
chr8	80811938	80811940	0.6595000000000001	0.5611666666666667	0.6648333333333334	0.32299999999999995	0.3210000000000001	0.6345000000000001	0.35050000000000003	0.56	0.3210000000000001	0.6648333333333334	0.5093125000000001	0.4151562500000001
chr11	105070677	105070679	0.7024999999999999	0.6801666666666666	0.6981666666666666	0.297	0.4875	0.7090000000000001	0.2765	0.5785	0.2765	0.7090000000000001	0.5536666666666666	0.41508333333333336
chr3	119535972	119535974	0.6676666666666666	0.8	0.6000000000000001	0.657	0.675	0.7444999999999999	0.2	0.6970000000000001	0.2	0.8	0.6301458333333334	0.4150729166666667
chr7	55999839	55999841	0.5883333333333332	0.633	0.5503333333333331	0.327	0.522	0.522	0.4125	0.4699999999999999	0.327	0.633	0.5031458333333334	0.4150729166666667
chr20	44496368	44496370	0.5608333333333333	0.5794999999999999	0.5671666666666666	0.4185	0.4425000000000001	0.5710000000000002	0.3349999999999999	0.4855	0.3349999999999999	0.5794999999999999	0.4950000000000001	0.41500000000000004
chr7	128757418	128757420	0.6311666666666667	0.5408333333333334	0.6705000000000001	0.4825	0.544	0.331	0.3775000000000001	0.4145000000000001	0.331	0.6705000000000001	0.499	0.41500000000000004
chrX	139064394	139064396	0.591	0.4966666666666668	0.5525	0.3480000000000001	0.3910000000000001	0.591	0.4035	0.48200000000000004	0.3480000000000001	0.591	0.4819583333333334	0.41497916666666673
chr1	182444774	182444776	0.4835	0.7323333333333333	0.5716666666666667	0.408	0.4270000000000001	0.4245000000000001	0.34750000000000003	0.465	0.34750000000000003	0.7323333333333333	0.4824375	0.41496875
chr12	662378	662380	0.396	0.514	0.4616666666666666	0.447	0.4165	0.4844999999999999	0.45	0.3855	0.3855	0.514	0.4443958333333333	0.41494791666666664
chr2	229822117	229822119	0.833	0.792	0.7779999999999999	0.262	0.3395	0.7410000000000001	0.3885000000000001	0.409	0.262	0.833	0.567875	0.4149375
chr7	101857747	101857749	0.3993333333333333	0.5096666666666667	0.5800000000000001	0.34600000000000003	0.609	0.464	0.484	0.4775	0.34600000000000003	0.609	0.4836875	0.41484375
chr4	153502648	153502650	0.5991666666666667	0.4168333333333335	0.5038333333333334	0.4375	0.3554999999999999	0.509	0.4970000000000001	0.4730000000000001	0.3554999999999999	0.5991666666666667	0.4739791666666667	0.4147395833333333
chr16	83714870	83714872	0.7319999999999999	0.7416666666666667	0.603	0.6809999999999999	0.275	0.365	0.505	0.5325	0.275	0.7416666666666667	0.5543958333333332	0.4146979166666666
chr1	12174798	12174800	0.4540000000000001	0.6166666666666667	0.442	0.4305	0.5665	0.3635000000000001	0.4290000000000001	0.4245000000000001	0.3635000000000001	0.6166666666666667	0.4658333333333334	0.41466666666666674
chr6	87197667	87197669	0.8253333333333334	0.6413333333333334	0.8109999999999999	0.297	0.428	0.302	0.3985	0.5555	0.297	0.8253333333333334	0.5323333333333333	0.41466666666666663
chr15	74923640	74923642	0.5846666666666668	0.4890000000000001	0.5983333333333334	0.3480000000000001	0.4970000000000001	0.5395000000000001	0.34700000000000003	0.4550000000000001	0.34700000000000003	0.5983333333333334	0.4823125000000001	0.41465625000000006
chr17	17699628	17699630	0.75	0.5835	0.75	0.4585	0.55	0.519	0.29100000000000004	0.403	0.29100000000000004	0.75	0.538125	0.4145625
chr2	213144541	213144543	0.514	0.802	0.7269999999999999	0.552	0.5289999999999999	0.2795	0.552	0.441	0.2795	0.802	0.5495625000000001	0.41453125
chr13	71700117	71700119	0.6866666666666668	0.396	0.6516666666666666	0.41100000000000003	0.5339999999999999	0.375	0.353	0.4005	0.353	0.6866666666666668	0.4759791666666666	0.4144895833333333
chr10	84363822	84363824	0.5131666666666668	0.6495	0.3555	0.5309999999999999	0.4869999999999999	0.4465000000000001	0.3850000000000001	0.42	0.3555	0.6495	0.4734583333333334	0.41447916666666673
chr7	29328482	29328484	0.5306666666666667	0.5893333333333334	0.528	0.3494999999999999	0.45799999999999996	0.557	0.369	0.45399999999999996	0.3494999999999999	0.5893333333333334	0.4794375	0.41446874999999994
chr3	133475416	133475418	0.7765	0.7435	0.8061666666666665	0.2385	0.438	0.595	0.4839999999999999	0.6415	0.2385	0.8061666666666665	0.5903958333333332	0.4144479166666666
chr12	55824927	55824929	0.7158333333333333	0.5765000000000001	0.6998333333333333	0.35350000000000004	0.5579999999999999	0.6890000000000001	0.275	0.5630000000000001	0.275	0.7158333333333333	0.5538333333333333	0.41441666666666666
chr2	28610882	28610884	0.6859999999999999	0.6723333333333334	0.6726666666666667	0.5774999999999999	0.5035000000000001	0.5269999999999999	0.2635	0.619	0.2635	0.6859999999999999	0.5651875000000001	0.41434375
chr10	97230948	97230950	0.6623333333333334	0.6416666666666666	0.6360000000000001	0.29950000000000004	0.5354999999999999	0.597	0.369	0.4925000000000001	0.29950000000000004	0.6623333333333334	0.5291874999999999	0.41434375
chr12	104566361	104566363	0.5251666666666666	0.5555	0.4998333333333334	0.3995	0.5	0.365	0.4754999999999999	0.389	0.365	0.5555	0.4636874999999999	0.41434374999999996
chr6	149473830	149473832	0.7606666666666668	0.6653333333333333	0.5325	0.2855	0.325	0.7440000000000001	0.46	0.5720000000000001	0.2855	0.7606666666666668	0.5431250000000001	0.41431250000000003
chr7	36209613	36209615	0.3938333333333333	0.5348333333333334	0.4141666666666667	0.44	0.5185	0.5285	0.3735	0.43700000000000006	0.3735	0.5348333333333334	0.4550416666666666	0.4142708333333333
chr4	88381790	88381792	0.5606666666666666	0.633	0.6073333333333334	0.423	0.49	0.5215000000000001	0.3185	0.526	0.3185	0.633	0.51	0.41425
chr4	48500153	48500155	0.7248333333333332	0.43816666666666665	0.6241666666666665	0.27399999999999997	0.5335000000000001	0.6629999999999999	0.5010000000000001	0.677	0.27399999999999997	0.7248333333333332	0.5544583333333333	0.41422916666666665
chr6	83141851	83141853	0.7516666666666667	0.823	0.7516666666666667	0.30150000000000005	0.5249999999999999	0.6039999999999999	0.267	0.466	0.267	0.823	0.5612291666666667	0.41411458333333334
chr4	24921870	24921872	0.4685	0.4763333333333334	0.4270000000000001	0.4525	0.4664999999999999	0.4610000000000001	0.3859999999999999	0.4	0.3859999999999999	0.4763333333333334	0.4422291666666667	0.4141145833333333
chr10	63556657	63556659	0.3610000000000001	0.5	0.5	0.5	0.5	0.375	0.5	0.5	0.3610000000000001	0.5	0.467	0.41400000000000003
chr1	21779539	21779541	0.7433333333333334	0.7593333333333334	0.7016666666666667	0.301	0.434	0.4900000000000001	0.332	0.4545	0.301	0.7593333333333334	0.5269791666666668	0.41398958333333336
chr12	12501509	12501511	0.5289999999999999	0.5289999999999999	0.5289999999999999	0.4875	0.4789999999999999	0.5289999999999999	0.34500000000000003	0.434	0.34500000000000003	0.5289999999999999	0.4826875	0.41384375
chr1	6965747	6965749	0.7116666666666667	0.8116666666666668	0.7446666666666666	0.298	0.5389999999999999	0.41	0.31449999999999995	0.408	0.298	0.8116666666666668	0.5296875	0.41384374999999995
chr9	71762157	71762159	0.5013333333333334	0.4893333333333333	0.773	0.3855000000000001	0.7254999999999999	0.5770000000000001	0.28650000000000003	0.5910000000000001	0.28650000000000003	0.773	0.5411458333333333	0.4138229166666667
chr12	56031946	56031948	0.805	0.6940000000000001	0.5473333333333334	0.524	0.2675	0.625	0.5369999999999999	0.4795	0.2675	0.805	0.5599166666666667	0.41370833333333334
chr2	171021120	171021122	0.4943333333333333	0.3816666666666667	0.4066666666666666	0.4145	0.39	0.515	0.4635	0.5	0.3816666666666667	0.515	0.4457083333333334	0.41368750000000004
chr4	36162560	36162562	0.6813333333333333	0.5425	0.6786666666666665	0.28800000000000003	0.6465000000000001	0.7090000000000001	0.2685	0.6565000000000001	0.2685	0.7090000000000001	0.558875	0.4136875
chr6	149474682	149474684	0.5519999999999999	0.6346666666666666	0.6396666666666666	0.2735	0.5680000000000001	0.6625000000000001	0.4665	0.634	0.2735	0.6625000000000001	0.5538541666666666	0.4136770833333333
chrX	49261518	49261520	0.4643333333333333	0.456	0.5023333333333333	0.3784999999999999	0.5029999999999999	0.402	0.4244999999999999	0.46	0.3784999999999999	0.5029999999999999	0.4488333333333333	0.4136666666666666
chr4	81546584	81546586	0.4373333333333333	0.5329999999999999	0.493	0.4565	0.3750000000000001	0.4275000000000001	0.4015	0.4945	0.3750000000000001	0.5329999999999999	0.4522916666666667	0.4136458333333334
chr10	17650802	17650804	0.4648333333333332	0.5131666666666667	0.4941666666666666	0.35649999999999993	0.4714999999999999	0.519	0.4654999999999999	0.481	0.35649999999999993	0.519	0.4707083333333333	0.4136041666666666
chr2	70551891	70551893	0.4823333333333334	0.5429999999999999	0.3956666666666666	0.536	0.3430000000000001	0.677	0.4755	0.42100000000000004	0.3430000000000001	0.677	0.4841875	0.41359375000000004
chr22	46964180	46964182	0.4960000000000001	0.34400000000000003	0.3813333333333335	0.518	0.518	0.5740000000000001	0.5050000000000001	0.5285	0.34400000000000003	0.5740000000000001	0.4831041666666666	0.4135520833333333
chr12	49129725	49129727	0.7333333333333333	0.7876666666666665	0.7856666666666666	0.276	0.2995	0.499	0.62	0.4065	0.276	0.7876666666666665	0.5509583333333333	0.4134791666666667
chr6	128027718	128027720	0.44299999999999995	0.568	0.5453333333333333	0.4255	0.35650000000000004	0.5175000000000001	0.414	0.4935000000000001	0.35650000000000004	0.568	0.4704166666666667	0.41345833333333337
chr18	6272623	6272625	0.37	0.5870000000000001	0.4910000000000001	0.4910000000000001	0.451	0.647	0.4370000000000001	0.349	0.349	0.647	0.4778750000000001	0.4134375
chr15	39642659	39642661	0.8668333333333332	0.6381666666666665	0.7374999999999999	0.35250000000000004	0.462	0.5705	0.2815	0.45399999999999996	0.2815	0.8668333333333332	0.5453749999999999	0.41343749999999996
chr11	76666692	76666694	0.3015	0.5748333333333334	0.5528333333333333	0.4495	0.5825	0.6505	0.5599999999999999	0.531	0.3015	0.6505	0.5253333333333333	0.41341666666666665
chr12	93689693	93689695	0.4736666666666667	0.4270000000000001	0.4393333333333334	0.448	0.6479999999999999	0.3435	0.5245	0.5625	0.3435	0.6479999999999999	0.4833125	0.41340625
chr6	38937935	38937937	0.4811666666666666	0.5125	0.4844999999999999	0.369	0.436	0.4605	0.4125	0.506	0.369	0.5125	0.4577708333333334	0.4133854166666667
chr16	11781865	11781867	0.3405	0.6006666666666666	0.5443333333333334	0.501	0.6755	0.5720000000000001	0.326	0.446	0.326	0.6755	0.50075	0.41337500000000005
chr6	109515186	109515188	0.5706666666666667	0.6376666666666666	0.696	0.312	0.294	0.6645000000000001	0.4935	0.593	0.294	0.696	0.5326666666666666	0.41333333333333333
chr13	42055623	42055625	0.6106666666666667	0.6766666666666666	0.6225	0.4540000000000001	0.5479999999999999	0.5665	0.493	0.2935	0.2935	0.6766666666666666	0.5331041666666667	0.41330208333333335
chr16	22051136	22051138	0.4920000000000001	0.5343333333333334	0.5123333333333333	0.395	0.4915000000000002	0.4270000000000001	0.365	0.4755	0.365	0.5343333333333334	0.4615833333333334	0.4132916666666667
chr2	151800598	151800600	0.633	0.6026666666666665	0.5529999999999999	0.30249999999999994	0.457	0.6174999999999999	0.5045	0.5225	0.30249999999999994	0.633	0.5240833333333332	0.4132916666666666
chr8	41986826	41986828	0.6528333333333334	0.5915000000000001	0.6518333333333333	0.396	0.3385	0.412	0.3640000000000001	0.4975	0.3385	0.6528333333333334	0.4880208333333333	0.4132604166666667
chr21	31178495	31178497	0.7320000000000001	0.7093333333333333	0.8076666666666666	0.244	0.30300000000000005	0.7529999999999999	0.434	0.677	0.244	0.8076666666666666	0.5825	0.41325
chr1	153606031	153606033	0.6186666666666666	0.6060000000000001	0.6146666666666667	0.2955	0.442	0.6205	0.4445000000000001	0.6055	0.2955	0.6205	0.5309166666666667	0.41320833333333334
chr12	56025145	56025147	0.4726666666666666	0.4706666666666665	0.4653333333333332	0.4355	0.3844999999999999	0.47	0.4415	0.3944999999999999	0.3844999999999999	0.4726666666666666	0.4418333333333333	0.41316666666666657
chr1	245361443	245361445	0.6356666666666666	0.6139999999999999	0.415	0.6065	0.36	0.35200000000000004	0.639	0.332	0.332	0.639	0.4942708333333333	0.41313541666666664
chr10	62199563	62199565	0.6993333333333334	0.7709999999999999	0.7166666666666668	0.5815	0.3420000000000001	0.30000000000000004	0.4375	0.362	0.30000000000000004	0.7709999999999999	0.5262500000000001	0.4131250000000001
chr3	190618336	190618338	0.8186666666666667	0.4073333333333333	0.8323333333333334	0.324	0.265	0.8915	0.376	0.5750000000000002	0.265	0.8915	0.5612291666666667	0.41311458333333334
chr6	13260875	13260877	0.4773333333333334	0.4546666666666666	0.475	0.46	0.4540000000000001	0.3805	0.4570000000000001	0.4069999999999999	0.3805	0.4773333333333334	0.4456875	0.41309375000000004
chr10	98142237	98142239	0.3729999999999999	0.7046666666666666	0.784	0.32899999999999996	0.41100000000000003	0.5409999999999999	0.4125	0.42200000000000004	0.32899999999999996	0.784	0.4971458333333333	0.4130729166666666
chr4	183812082	183812084	0.55	0.41700000000000004	0.3180000000000001	0.5725	0.5775	0.55	0.4550000000000001	0.625	0.3180000000000001	0.625	0.508125	0.4130625000000001
chr15	48416441	48416443	0.5041666666666667	0.5685	0.5261666666666669	0.5265	0.418	0.4234999999999999	0.5814999999999999	0.3399999999999999	0.3399999999999999	0.5814999999999999	0.4860416666666667	0.4130208333333333
chr1	27419214	27419216	0.5786666666666667	0.7633333333333332	0.725	0.3819999999999999	0.44199999999999984	0.5775	0.2915	0.5159999999999999	0.2915	0.7633333333333332	0.5345	0.413
chr13	77002044	77002046	0.7751666666666668	0.7745	0.6975	0.22000000000000008	0.309	0.8035000000000001	0.5125	0.7550000000000001	0.22000000000000008	0.8035000000000001	0.6058958333333334	0.41294791666666675
chr2	106144360	106144362	0.5233333333333334	0.5469999999999999	0.5469999999999999	0.4889999999999999	0.4355000000000001	0.35400000000000004	0.46	0.418	0.35400000000000004	0.5469999999999999	0.4717291666666667	0.41286458333333337
chr6	88683876	88683878	0.5319999999999999	0.5583333333333335	0.5319999999999999	0.368	0.393	0.41700000000000004	0.4395	0.4215	0.368	0.5583333333333335	0.4576666666666666	0.4128333333333333
chr16	11740542	11740544	0.838	0.7056666666666667	0.7163333333333333	0.5145	0.522	0.266	0.423	0.4905	0.266	0.838	0.5595	0.41275
chr2	106144440	106144442	0.6943333333333334	0.75	0.6876666666666665	0.268	0.5489999999999999	0.593	0.425	0.493	0.268	0.75	0.5574999999999999	0.41274999999999995
chr22	15691387	15691389	0.4879999999999999	0.5703333333333334	0.3185000000000001	0.611	0.4469999999999999	0.6295	0.5090000000000001	0.4825	0.3185000000000001	0.6295	0.5069791666666666	0.4127395833333334
chr2	135690329	135690331	0.7903333333333333	0.72	0.7266666666666667	0.20000000000000004	0.642	0.7785000000000001	0.4330000000000001	0.7130000000000001	0.20000000000000004	0.7903333333333333	0.6254375000000001	0.4127187500000001
chr17	57500071	57500073	0.508	0.39466666666666667	0.5586666666666666	0.3525	0.5465	0.5379999999999999	0.40299999999999997	0.48200000000000004	0.3525	0.5586666666666666	0.4729166666666666	0.4127083333333333
chr11	10488431	10488433	0.435	0.5606666666666668	0.5000000000000001	0.3735	0.4724999999999999	0.4045000000000001	0.4330000000000001	0.436	0.3735	0.5606666666666668	0.4518958333333334	0.41269791666666666
chr10	74087240	74087242	0.5145000000000001	0.667	0.667	0.31000000000000005	0.3670000000000001	0.513	0.56	0.524	0.31000000000000005	0.667	0.5153125000000001	0.41265625000000006
chr17	17686088	17686090	0.4111666666666667	0.4358333333333334	0.4505	0.4109999999999999	0.4075000000000001	0.4955	0.3805	0.5655	0.3805	0.5655	0.4446875	0.41259375
chr13	110696420	110696422	0.5516666666666667	0.735	0.5603333333333333	0.4265	0.3955000000000001	0.6475	0.30900000000000005	0.5035	0.30900000000000005	0.735	0.5161250000000001	0.41256250000000005
chr16	11794926	11794928	0.5805	0.6961666666666667	0.5925	0.3965	0.5120000000000001	0.4840000000000001	0.35550000000000004	0.3315	0.3315	0.6961666666666667	0.4935833333333334	0.4125416666666667
chr16	87491329	87491331	0.585	0.5800000000000001	0.603	0.3129999999999999	0.5245	0.6140000000000001	0.4615	0.4134999999999999	0.3129999999999999	0.6140000000000001	0.5118125	0.41240625
chr14	91391606	91391608	0.4441666666666667	0.5115000000000001	0.5881666666666667	0.3604999999999999	0.5479999999999999	0.3650000000000001	0.382	0.515	0.3604999999999999	0.5881666666666667	0.4642916666666667	0.4123958333333333
chr1	12183115	12183117	0.3681666666666665	0.4764999999999999	0.5335	0.3845000000000001	0.49	0.4690000000000001	0.46299999999999997	0.4664999999999999	0.3681666666666665	0.5335	0.4563958333333333	0.4122812499999999
chr1	169107826	169107828	0.7453333333333333	0.5243333333333333	0.5923333333333334	0.489	0.4320000000000001	0.5660000000000001	0.2945	0.5964999999999999	0.2945	0.7453333333333333	0.53	0.41225
chr2	213064175	213064177	0.7309999999999999	0.87	0.7865	0.314	0.37	0.293	0.2865	0.6525	0.2865	0.87	0.5379375000000001	0.41221875
chr12	112908970	112908972	0.7163333333333333	0.5233333333333334	0.6723333333333334	0.29100000000000004	0.555	0.5815	0.365	0.5625	0.29100000000000004	0.7163333333333333	0.533375	0.41218750000000004
chr14	49783687	49783689	0.7003333333333333	0.7946666666666665	0.7559999999999999	0.363	0.5129999999999999	0.4355	0.29300000000000004	0.3955	0.29300000000000004	0.7946666666666665	0.5313749999999999	0.4121875
chrX	49264589	49264591	0.7895	0.7288333333333333	0.6451666666666667	0.3835000000000001	0.481	0.29799999999999993	0.461	0.4225	0.29799999999999993	0.7895	0.5261875	0.41209375
chr11	46456197	46456199	0.7333333333333332	0.8	0.6889999999999998	0.4	0.7375	0.6165	0.212	0.7090000000000001	0.212	0.8	0.6121666666666667	0.41208333333333336
chr11	95182848	95182850	0.6916666666666667	0.6423333333333332	0.6183333333333332	0.318	0.463	0.3915	0.4445000000000001	0.4795	0.318	0.6916666666666667	0.5061041666666667	0.4120520833333333
chr6	33577484	33577486	0.5965	0.6335	0.5001666666666666	0.328	0.446	0.6335	0.406	0.425	0.328	0.6335	0.4960833333333334	0.4120416666666667
chr3	58114550	58114552	0.5073333333333333	0.9746666666666668	0.6459999999999999	0.5	0.8200000000000001	0.332	0.25	0.5625	0.25	0.9746666666666668	0.5740625	0.41203125
chr18	23572204	23572206	0.4153333333333333	0.3660000000000001	0.3366666666666667	0.4445	0.6409999999999999	0.6955000000000001	0.3955000000000001	0.6045	0.3366666666666667	0.6955000000000001	0.487375	0.4120208333333334
chr2	213128839	213128841	0.439	0.565	0.5173333333333334	0.3750000000000001	0.4150000000000001	0.4335000000000001	0.3995	0.448	0.3750000000000001	0.565	0.4490416666666667	0.4120208333333334
chr12	122403666	122403668	0.7143333333333333	0.6536666666666666	0.7053333333333334	0.436	0.5415000000000001	0.5494999999999999	0.273	0.5349999999999999	0.273	0.7143333333333333	0.5510416666666667	0.41202083333333334
chr2	97525471	97525473	0.4510000000000001	0.3833333333333333	0.4335	0.46	0.5	0.4810000000000001	0.393	0.4229999999999999	0.3833333333333333	0.5	0.4406041666666667	0.41196875
chr13	75330917	75330919	0.3225000000000001	0.7551666666666665	0.6831666666666667	0.5605	0.39299999999999996	0.6305000000000001	0.30650000000000005	0.488	0.30650000000000005	0.7551666666666665	0.5174166666666666	0.4119583333333333
chr16	29915738	29915740	0.4114999999999999	0.4514999999999999	0.4655	0.496	0.40700000000000003	0.4630000000000001	0.4855	0.379	0.379	0.496	0.444875	0.4119375
chr12	96363117	96363119	0.7116666666666667	0.7879999999999999	0.7516666666666667	0.391	0.3180000000000001	0.3645	0.402	0.31999999999999995	0.3180000000000001	0.7879999999999999	0.5058541666666667	0.4119270833333334
chr3	71501580	71501582	0.40633333333333344	0.4063333333333333	0.4620000000000001	0.3945000000000001	0.4620000000000001	0.42700000000000016	0.4145000000000001	0.4620000000000001	0.3945000000000001	0.4620000000000001	0.4293333333333334	0.4119166666666667
chr12	44768717	44768719	0.487	0.3616666666666666	0.4635	0.5	0.471	0.4450000000000001	0.485	0.4840000000000001	0.3616666666666666	0.5	0.4621458333333334	0.41190625000000003
chr5	10620694	10620696	0.6935	0.7098333333333333	0.6518333333333335	0.3279999999999999	0.29949999999999993	0.579	0.447	0.4854999999999999	0.29949999999999993	0.7098333333333333	0.5242708333333334	0.41188541666666667
chr16	11768997	11768999	0.21783333333333327	0.3701666666666666	0.4785	0.5070000000000001	0.8465	0.8645	0.7749999999999999	0.7879999999999999	0.21783333333333327	0.8645	0.6059375	0.41188541666666667
chr17	1873725	1873727	0.6248333333333334	0.3428333333333333	0.3965	0.359	0.484	0.6765	0.361	0.6025	0.3428333333333333	0.6765	0.4808958333333333	0.4118645833333333
chr1	12174282	12174284	0.5816666666666667	0.6713333333333332	0.6349999999999999	0.5355	0.5479999999999999	0.30699999999999994	0.5045	0.35050000000000003	0.30699999999999994	0.6713333333333332	0.5166875	0.41184374999999995
chr9	133368740	133368742	0.4288333333333333	0.4288333333333333	0.5061666666666667	0.4895	0.386	0.4674999999999999	0.4255000000000001	0.384	0.384	0.5061666666666667	0.4395416666666666	0.4117708333333333
chr12	47809789	47809791	0.5529999999999999	0.5946666666666667	0.6823333333333333	0.3015	0.4535	0.6545	0.30400000000000005	0.6325	0.3015	0.6823333333333333	0.522	0.41175
