chrom	start	end	celltype	blockchr	blockstart	blockend
chr19	18149570	18149572	['CD56']	chr19	18149390	18149690
chr3	172655589	172655591	['CD56']	chr3	172655411	172655711
chr2	241925469	241925471	['CD56']	chr2	241925310	241925610
chr19	18149671	18149673	['CD56']	chr19	18149390	18149690
chr8	140525752	140525754	['CD56']	chr8	140525652	140525952
chr10	812843	812845	['CD56']	chr10	812819	813119
chr6	73036277	73036279	['CD56']	chr6	73036268	73036568
chr10	125063380	125063382	['CD56']	chr10	125063318	125063618
chr7	2362795	2362797	['CD56']	chr7	2362555	2362855
chr2	241925332	241925334	['CD56']	chr2	241925310	241925610
chr7	2362801	2362803	['CD56']	chr7	2362555	2362855
chr2	202366903	202366905	['CD56']	chr2	202366762	202367062
chr2	421637	421639	['CD56']	chr2	421511	421811
chr2	231528481	231528483	['CD56']	chr2	231528203	231528695
chr10	125063358	125063360	['CD56']	chr10	125063318	125063618
chr12	10312569	10312571	['CD56']	chr12	10312523	10312823
chr12	109451664	109451666	['CD56']	chr12	109451476	109451776
chr7	1972123	1972125	['CD56']	chr7	1972002	1972302
chr13	109733774	109733776	['CD56']	chr13	109733679	109733979
chr11	114070155	114070157	['CD56']	chr11	114069974	114070274
chr7	2362664	2362666	['CD56']	chr7	2362555	2362855
chr3	9883849	9883851	['CD56']	chr3	9883619	9883919
chr2	241925314	241925316	['CD56']	chr2	241925310	241925610
chr2	241925371	241925373	['CD56']	chr2	241925310	241925610
chr6	10733373	10733375	['CD56']	chr6	10733160	10733460
chr2	231528401	231528403	['CD56']	chr2	231528203	231528695
chr13	21397396	21397398	['CD56']	chr13	21397222	21397522
chr2	231528533	231528535	['CD56']	chr2	231528203	231528695
chr12	124424330	124424332	['CD56']	chr12	124423957	124424524
chr2	241925461	241925463	['CD56']	chr2	241925310	241925610
chr13	109733720	109733722	['CD56']	chr13	109733679	109733979
chr6	170444090	170444092	['CD56']	chr6	170444075	170444375
chr7	2362626	2362628	['CD56']	chr7	2362555	2362855
chrX	154002982	154002984	['CD56']	chrX	154002841	154003141
chr12	10312598	10312600	['CD56']	chr12	10312523	10312823
chrX	3708868	3708870	['CD56']	chrX	3708638	3708938
chr19	18149680	18149682	['CD56']	chr19	18149390	18149690
chr14	104717852	104717854	['CD56']	chr14	104717689	104717989
chr22	20059419	20059421	['CD56']	chr22	20059360	20059660
chr1	15407275	15407277	['CD56']	chr1	15407198	15407498
chr19	18149599	18149601	['CD56']	chr19	18149390	18149690
chr4	39770372	39770374	['CD56']	chr4	39770081	39770381
chr2	117930529	117930531	['CD56']	chr2	117930465	117930765
chr2	231528467	231528469	['CD56']	chr2	231528203	231528695
chr19	18149519	18149521	['CD56']	chr19	18149390	18149690
chr10	812982	812984	['CD56']	chr10	812819	813119
chr7	1972085	1972087	['CD56']	chr7	1972002	1972302
chr13	80888262	80888264	['CD56']	chr13	80887991	80888291
chr2	231528275	231528277	['CD56']	chr2	231528203	231528695
chr2	231528566	231528568	['CD56']	chr2	231528203	231528695
chr13	109733912	109733914	['CD56']	chr13	109733679	109733979
chr5	126360081	126360083	['CD56']	chr5	126359857	126360157
chr12	124424428	124424430	['CD56']	chr12	124423957	124424524
chr6	10733341	10733343	['CD56']	chr6	10733160	10733460
chr8	37879652	37879654	['CD56']	chr8	37879647	37879947
chr14	104717786	104717788	['CD56']	chr14	104717689	104717989
chr11	3100229	3100231	['CD56']	chr11	3100020	3100320
chr7	47646361	47646363	['CD56']	chr7	47646346	47646646
chr2	231528391	231528393	['CD56']	chr2	231528203	231528695
chr2	241925353	241925355	['CD56']	chr2	241925310	241925610
chr19	3789963	3789965	['CD56']	chr19	3789721	3790021
chr14	104717855	104717857	['CD56']	chr14	104717689	104717989
chr10	125063342	125063344	['CD56']	chr10	125063318	125063618
chr13	21397222	21397224	['CD56']	chr13	21397222	21397522
chr19	18149689	18149691	['CD56']	chr19	18149390	18149690
chr1	15407487	15407489	['CD56']	chr1	15407198	15407498
chr13	109733840	109733842	['CD56']	chr13	109733679	109733979
chr13	109733788	109733790	['CD56']	chr13	109733679	109733979
chr10	125063412	125063414	['CD56']	chr10	125063318	125063618
chr5	107475500	107475502	['CD56']	chr5	107475215	107475515
chr6	157172532	157172534	['CD56']	chr6	157172489	157172789
chr10	124642313	124642315	['CD56']	chr10	124642157	124642457
chr6	111750139	111750141	['CD56']	chr6	111750030	111750330
chr14	104717807	104717809	['CD56']	chr14	104717689	104717989
chr1	1222781	1222783	['CD56']	chr1	1222551	1222851
chr19	18149533	18149535	['CD56']	chr19	18149390	18149690
chr12	124424070	124424072	['CD56']	chr12	124423957	124424524
chr6	157172521	157172523	['CD56']	chr6	157172489	157172789
chr6	10733414	10733416	['CD56']	chr6	10733160	10733460
chr14	104717961	104717963	['CD56']	chr14	104717689	104717989
chr6	111750067	111750069	['CD56']	chr6	111750030	111750330
chr6	170444130	170444132	['CD56']	chr6	170444075	170444375
chr19	3789961	3789963	['CD56']	chr19	3789721	3790021
chr12	124424453	124424455	['CD56']	chr12	124423957	124424524
chr7	1972009	1972011	['CD56']	chr7	1972002	1972302
chr14	104717743	104717745	['CD56']	chr14	104717689	104717989
chr12	68159572	68159574	['CD56']	chr12	68159466	68159766
chr13	80888198	80888200	['CD56']	chr13	80887991	80888291
chr15	94249507	94249509	['CD56']	chr15	94249436	94249736
chr6	73036294	73036296	['CD56']	chr6	73036268	73036568
chr10	812915	812917	['CD56']	chr10	812819	813119
chr10	812919	812921	['CD56']	chr10	812819	813119
chr12	124424481	124424483	['CD56']	chr12	124423957	124424524
chr12	124424065	124424067	['CD56']	chr12	124423957	124424524
chr14	104717862	104717864	['CD56']	chr14	104717689	104717989
chr6	170444135	170444137	['CD56']	chr6	170444075	170444375
chr2	202366826	202366828	['CD56']	chr2	202366762	202367062
chr2	231528629	231528631	['CD56']	chr2	231528203	231528695
chr14	104717777	104717779	['CD56']	chr14	104717689	104717989
chr1	6294839	6294841	['CD56']	chr1	6294798	6295098
chr13	109733796	109733798	['CD56']	chr13	109733679	109733979
chr14	104717913	104717915	['CD56']	chr14	104717689	104717989
chr12	68225958	68225960	['CD56']	chr12	68225663	68225963
chr14	104717719	104717721	['CD56']	chr14	104717689	104717989
chrX	154002915	154002917	['CD56']	chrX	154002841	154003141
chr1	24862338	24862340	['CD56']	chr1	24862046	24862346
chr1	6294820	6294822	['CD56']	chr1	6294798	6295098
chr16	75465408	75465410	['CD56']	chr16	75465368	75465668
